symbol,genename,log2FoldChange,baseMean,LR,pvalue,padj,GFPpos1,GFPpos2_2,GFPpos2,GFPpos5_2,GFPneg1,GFPneg2,GFPneg2_2,GFPneg5_2
5s_rrna,5S ribosomal RNA,0.314,0.7648,0.101,0.7506,0.8809,0.939871542736777,2.81171728731875,0.734981098562428,1.03310681787648,1.43002811156342,0.661496235997813,0,1.80699552418403
5s_rrna,5S ribosomal RNA,-0.2053,1.352,0.065,0.7988,0.9078,1.6917687769262,3.61506508369554,0.979974798083238,1.03310681787648,1.07252108367257,0.440997490665209,6.36724324176995,2.89119283869444
5s_rrna,5S ribosomal RNA,0.3225,0.5944,0.0607,0.8054,0.9119,2.44366601111562,0.401673898188393,0,1.54966022681472,0.357507027890856,0.881994981330417,0,1.80699552418403
5s_rrna,5S ribosomal RNA,-0.1311,1.162,0.0221,0.8819,0.9478,2.81961462821033,0,1.22496849760405,2.06621363575296,1.60878162550885,2.86648368932386,0,2.16839462902083
aacs,acetoacetyl-CoA synthetase,0.0211,5.108,0.005,0.9436,0.9773,27.6322233564612,38.9623681242741,25.4793447501642,41.06599601059,25.919259522087,20.5063833159322,32.4150565035561,60.3536505077465
aadac,arylacetamide deacetylase,2.4428,2.7049,17.7919,0,0.0004,4.88733202223124,10.0418474547098,10.289735379874,14.9800488592089,0.893767569727139,1.10249372666302,2.8942014735318,2.89119283869444
aadat,aminoadipate aminotransferase,-0.0182,5.1055,0.0032,0.9547,0.9815,31.0157609103136,24.1004338913036,26.7043132477682,51.913617598293,25.7405060081416,21.8293757879278,46.8860638712151,43.7292916852535
aagab,alpha- and gamma-adaptin binding protein,0.637,1.8902,0.8285,0.3627,0.6076,5.07530633077859,0.803347796376786,4.16489289185376,4.13242727150591,3.93257730679941,3.74847867065427,0,2.16839462902083
aak1,AP2 associated kinase 1,-0.1913,5.2393,0.4652,0.4952,0.7185,45.8657312855547,28.9205206695643,33.8091305338717,30.4766511273561,45.4033925421387,46.5252352651795,32.4150565035561,33.9715158546597
aak1.1,AP2 associated kinase 1,0.2919,5.0358,1.0052,0.316,0.5604,33.6474012299766,62.2594542192009,17.6395463654983,27.8938840826649,24.3104778965782,12.5684284839584,53.8321474076914,27.827731072434
aamdc,"adipogenesis associated, Mth938 domain containing",-0.2328,2.3467,0.0949,0.758,0.8853,0.939871542736777,16.0669559275357,1.46996219712486,4.39070397597503,3.75382379285398,3.96897741598688,3.47304176823816,3.61399104836805
aamp,"angio-associated, migratory cell protein",0.1817,2.6513,0.1079,0.7425,0.8773,5.26328063932595,6.02510847282589,3.67490549281214,9.2979613608883,8.58016866938054,2.64598494399125,5.78840294706359,4.69818836287847
aanat1,arylalkylamine N-acetyltransferase 1,2.6607,5.8444,40.3708,0,0,46.9935771368388,103.631865732605,44.8338470123081,177.436095970285,4.4688378486357,5.73296737864771,56.1475085865168,16.9857579273299
aanat2,arylalkylamine N-acetyltransferase,0.4693,5.6579,2.645,0.1039,0.2848,40.4144763376814,51.8159328663027,115.392032474301,31.7680346497017,40.3982941516667,54.4631900971533,42.2553415135642,22.7681436047187
aar2,AAR2 splicing factor homolog (S. cerevisiae),1.0122,2.1116,1.4347,0.231,0.467,1.12784585128413,3.21339118550714,10.5347290793948,5.16553408938239,1.60878162550885,1.10249372666302,0.578840294706359,6.8665829918993
aars,alanyl-tRNA synthetase,0.669,5.964,6.4334,0.0112,0.0585,50.7530633077859,125.322256234779,68.3532421663058,60.436748845774,36.6444703588127,31.9723180732276,78.1434397853585,44.8134889997639
aars2,"alanyl-tRNA synthetase 2, mitochondrial (putative)",0.9076,2.6311,1.6661,0.1968,0.4247,18.4214822376408,1.20502169456518,3.91989919233295,5.68208749832063,3.93257730679941,5.51246863331511,0,4.69818836287847
aarsd1,alanyl-tRNA synthetase domain containing 1,-0.5376,1.3609,0.444,0.5052,0.7268,3.00758893675769,0,2.20494329568728,1.54966022681472,2.50254919523599,1.76398996266083,1.15768058941272,3.61399104836805
aasdh,aminoadipate-semialdehyde dehydrogenase,0.5359,0.473,0.1334,0.7149,0.8619,0,1.60669559275357,0.979974798083238,1.2913835223456,0.536260541836284,0,0,2.89119283869444
aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,0.4362,1.7927,0.1907,0.6623,0.8321,0.187974308547355,7.23013016739107,6.61482988706186,0.774830113407359,2.68130270918142,3.96897741598688,2.31536117882544,0
aass,aminoadipate-semialdehyde synthase,1.0801,3.577,5.1283,0.0235,0.1025,12.7822529812202,25.3054555858688,7.10481728610347,18.8541994262457,8.04390812754425,5.73296737864771,4.05188206294451,9.39637672575694
aatf,apoptosis antagonizing transcription factor,0.1998,2.943,0.1138,0.7359,0.8734,18.9854051632829,3.21339118550714,4.16489289185376,4.90725738491327,7.86515461359883,6.39446361464553,1.15768058941272,9.03497762092014
aatka,apoptosis-associated tyrosine kinase a,-1.2354,5.6432,15.2882,0.0001,0.0011,32.5195553786925,33.740607447825,23.7643888535185,25.0528403335046,53.2685471557375,60.8576537117988,56.1475085865168,110.949525184899
aatkb,apoptosis-associated tyrosine kinase b,-1.6645,3.2455,9.8798,0.0017,0.0129,8.45884388463099,3.21339118550714,2.44993699520809,3.35759715809855,14.8365416574705,19.6243883346018,6.94608353647631,11.9261704596146
abat,4-aminobutyrate aminotransferase,-0.2386,3.0104,0.2218,0.6377,0.8167,6.76707510770479,7.23013016739107,11.514703877478,3.09932045362943,8.75892218332596,6.61496235997813,10.4191253047145,6.14378478222569
abca1a,"ATP-binding cassette, sub-family A (ABC1), member 1A",-1.2016,4.9674,14.1769,0.0002,0.0019,22.74489133423,19.6820210112313,20.0894833607064,11.6224517011104,38.7895125261578,64.6061323824531,34.7304176823816,33.6101167498229
abca1b,"ATP-binding cassette, sub-family A (ABC1), member 1B",-4.9744,3.1287,48.3102,0,0,0.939871542736777,0,0,1.03310681787648,19.4841330200516,21.6088770425952,8.68260442059539,13.3717668789618
abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",-0.1332,4.3056,0.1141,0.7355,0.8731,30.4518379846716,19.2803471130429,14.2096345722069,10.5893448832339,25.3829989802508,22.4908720239256,10.4191253047145,20.2383498708611
abca3.2,"ATP-binding cassette, sub-family A (ABC1), member 3",1.3367,1.7157,2.8468,0.0916,0.2618,4.69935771368388,2.00836949094196,4.89987399041619,2.84104374916032,0.893767569727139,3.30748117998906,0,2.52979373385764
abca3b,"ATP-binding cassette, sub-family A (ABC1), member 3b",-0.1557,4.4025,0.1911,0.662,0.8319,16.3537648436199,26.9121511786223,18.8645148631023,10.5893448832339,15.3728021993068,17.6398996266083,52.0956265235723,9.39637672575694
abca4a,"ATP-binding cassette, sub-family A (ABC1), member 4a",1.2903,7.7956,13.8466,0.0002,0.0022,389.670741618668,160.669559275357,515.711737491304,224.442456183665,119.764854343437,100.106430381002,136.027469255994,125.766888483208
abca4b,"ATP-binding cassette, sub-family A (ABC1), member 4b",2.216,9.1746,36.1049,0,0,988.180940033447,691.682452680413,1390.58423848011,727.823753193979,137.282698710089,158.097600403477,247.164805839615,276.831714304993
abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",0.6627,3.896,2.3322,0.1267,0.3228,13.5341502154096,30.9288901605063,11.7596975769989,16.5297090860237,13.7640205737979,9.04044855863678,7.52492383118267,11.9261704596146
abca7.1,"ATP-binding cassette, sub-family A (ABC1), member 7",-1.6823,6.5887,30.1488,0,0,53.3847036274489,63.8661498119545,19.5994959616648,55.5294914608607,146.399127921305,133.622239671558,169.021366054257,125.405489378371
abcb10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",1.1459,1.9221,2.6382,0.1043,0.2857,8.27086957608364,1.60669559275357,6.12484248802024,1.54966022681472,2.32379568129056,2.86648368932386,0.578840294706359,1.44559641934722
abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",-1.4491,0.7182,2.1201,0.1454,0.3528,0.375948617094711,1.20502169456518,0,1.03310681787648,2.50254919523599,0,1.73652088411908,2.52979373385764
abcb7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",0.5904,3.1288,1.611,0.2044,0.4343,11.4664328213887,14.8619342329705,4.89987399041619,9.2979613608883,6.79263352992626,4.18947616131948,6.94608353647631,7.58938120157291
abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",0.1488,4.0996,0.1458,0.7026,0.8545,14.4740217581464,24.1004338913036,12.2496849760405,20.1455829485913,15.1940486853614,16.0964084092801,10.4191253047145,20.2383498708611
abcb9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",0.9543,3.7191,4.6077,0.0318,0.1258,16.3537648436199,26.5104772804339,13.9646408726861,9.81451476982654,3.93257730679941,8.15845357730636,13.8921670729526,9.39637672575694
abcc1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",0.8786,4.7551,6.2683,0.0123,0.0631,44.7378854342706,31.732237956883,32.8291557357885,26.3442238558502,13.4065135459071,15.8759096639475,28.942014735318,18.0699552418403
abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12",-2.2661,1.982,5.6857,0.0171,0.0806,1.50379446837884,3.21339118550714,0,0.774830113407359,1.96628865339971,5.2919698879825,4.63072235765087,11.203372249941
abcc13,"ATP-binding cassette, sub-family C (CFTR/MRP), member 13",-1.1966,4.3667,6.4961,0.0108,0.057,16.1657905350726,10.8451952510866,6.85982358658266,11.1058982921721,14.4790346295797,28.6648368932386,59.620550354755,15.5401615079826
abcc3,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",1.5495,4.1464,11.7603,0.0006,0.0056,42.4821937317023,9.23849965833304,30.3792187405804,14.9800488592089,10.3677038088348,20.2858845705996,0.578840294706359,6.8665829918993
abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",0.7709,2.7689,2.0455,0.1527,0.3631,13.7221245239569,5.22176067644911,5.87984878849943,5.94036420278975,7.50764758570797,2.86648368932386,6.36724324176995,2.16839462902083
abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",-0.3135,5.4758,0.958,0.3277,0.5729,45.1138340513653,35.748976938767,39.9339730218919,31.5097579452326,50.9447514744469,33.2953105452233,36.4669385665006,78.7850048544236
abcc6,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6",-1.394,4.7858,14.1411,0.0002,0.0019,9.39871542736777,21.2887166039848,4.65488029089538,14.7217721547398,20.1991470758333,5.51246863331511,91.4567665636048,53.4870675158472
abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",-1.035,3.1108,2.8032,0.0941,0.2668,9.02276681027306,0.803347796376786,14.9446156707694,0.774830113407359,10.010196780944,17.4194008812757,2.31536117882544,7.95078030640972
abcc8.2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",-0.6892,6.1538,5.7578,0.0164,0.0782,38.9106818693026,74.7113450630411,33.5641368343509,50.8805107804166,43.0795968608481,39.6897741598688,178.861651064265,108.781130555878
abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",-2.0591,2.442,12.2095,0.0005,0.0046,1.6917687769262,0.803347796376786,1.95994959616648,3.35759715809855,7.15014055781711,7.71745608664115,6.36724324176995,10.4805740402674
abcd1,"ATP-binding cassette, sub-family D (ALD), member 1",-0.7837,0.8741,0.5982,0.4393,0.6745,2.25569170256826,0.803347796376786,1.22496849760405,0,0.893767569727139,1.76398996266083,1.73652088411908,1.80699552418403
abcd2.2,"ATP-binding cassette, sub-family D (ALD), member 2",0.3388,1.7296,0.1576,0.6913,0.8476,0.187974308547355,14.4602603347821,1.46996219712486,1.2913835223456,0.893767569727139,1.10249372666302,4.05188206294451,1.08419731451042
abcd3a,"ATP-binding cassette, sub-family D (ALD), member 3a",-0.5432,4.4472,2.175,0.1403,0.3445,17.481610694904,16.8703037239125,10.5347290793948,25.3111170379737,18.9478724782154,31.0903230918972,21.9959311988417,28.1891301772708
abcd3b,"ATP-binding cassette, sub-family D (ALD), member 3b",-0.0103,2.2967,0.0001,0.9917,0.9964,5.45125494787331,0.803347796376786,5.87984878849943,3.35759715809855,10.010196780944,3.96897741598688,4.05188206294451,0.361399104836805
abcd4,"ATP-binding cassette, sub-family D (ALD), member 4",0.9284,2.7819,1.427,0.2323,0.4685,5.07530633077859,16.8703037239125,6.85982358658266,4.90725738491327,3.75382379285398,8.81994981330417,0,4.33678925804166
abce1,"ATP-binding cassette, sub-family E (OABP), member 1",0.5311,4.7159,1.5475,0.2135,0.4454,43.4220652744391,14.0585864365938,16.9045652669359,41.8408261239974,26.0980130360325,34.1773055265537,3.47304176823816,24.213740024066
abcf1,"ATP-binding cassette, sub-family F (GCN20), member 1",0.771,5.8669,8.6748,0.0032,0.0221,57.3321641069434,92.3849965833304,48.7537462046411,90.1385698597227,33.2481535938496,25.1368569679169,68.8819950700567,47.7046818384583
abcf2a,"ATP-binding cassette, sub-family F (GCN20), member 2a",-0.5003,4.6226,1.5577,0.212,0.4438,21.0531225573038,22.0920644003616,5.144867689937,40.5494426016518,28.7793157452139,19.1833908439366,28.942014735318,27.4663319675972
abcf3,"ATP-binding cassette, sub-family F (GCN20), member 3",0.5466,3.4312,1.2624,0.2612,0.5019,9.39871542736777,7.63180406557947,7.34981098562428,26.0859471513811,5.89886596019912,5.51246863331511,12.1556461888335,8.31217941124653
abcg1,"ATP-binding cassette, sub-family G (WHITE), member 1",1.0465,5.6997,11.0877,0.0009,0.0076,56.2043182556593,79.5314318413018,104.612309695386,40.8077193061209,27.8855481754867,27.1213456759103,42.2553415135642,33.2487176449861
abcg2c,"ATP-binding cassette, sub-family G (WHITE), member 2c",-0.8474,2.1887,1.268,0.2601,0.501,0.939871542736777,7.63180406557947,1.71495589664567,2.32449034022208,7.50764758570797,1.10249372666302,6.36724324176995,5.78238567738889
abcg4a,"ATP-binding cassette, sub-family G (WHITE), member 4a",0.0554,1.8767,0.0057,0.9397,0.9762,4.69935771368388,0.401673898188393,5.63485508897862,1.54966022681472,3.75382379285398,4.18947616131948,0,3.61399104836805
abcg4b,"ATP-binding cassette, sub-family G (WHITE), member 4b",-0.9184,2.706,1.9951,0.1578,0.3703,8.27086957608364,0,7.8397983846659,0.25827670446912,8.58016866938054,19.1833908439366,0,1.44559641934722
abch1,"ATP-binding cassette, sub-family H, member 1",-0.3325,1.4655,0.1651,0.6845,0.8438,2.81961462821033,1.60669559275357,3.67490549281214,0.25827670446912,3.75382379285398,1.32299247199563,2.31536117882544,1.80699552418403
abhd10a,abhydrolase domain containing 10a,0.187,0.9738,0.0339,0.8539,0.9357,0.939871542736777,2.00836949094196,0.489987399041619,2.5827670446912,1.07252108367257,2.64598494399125,0,1.44559641934722
abhd10b,abhydrolase domain containing 10b,0.2646,1.0525,0.1237,0.7251,0.8677,1.31582015983149,1.60669559275357,1.95994959616648,1.80793693128384,0.893767569727139,1.32299247199563,2.8942014735318,1.08419731451042
abhd11,abhydrolase domain containing 11,1.8789,2.7031,7.6095,0.0058,0.035,4.32340909658917,4.01673898188393,12.9846660746029,15.2383255636781,3.93257730679941,1.98448870799344,0,4.33678925804166
abhd12,abhydrolase domain containing 12,-0.0225,3.692,0.002,0.9642,0.9844,9.77466404446248,5.6234345746375,19.5994959616648,10.847621587703,23.9529708686873,13.4504234652889,2.31536117882544,11.9261704596146
abhd13,abhydrolase domain containing 13,0.9184,2.376,1.6482,0.1992,0.428,2.63164031966298,4.82008677826072,5.144867689937,9.55623806535742,0.357507027890856,3.74847867065427,9.84028501000811,2.52979373385764
abhd14a,abhydrolase domain containing 14A,0.6425,5.5012,5.0648,0.0244,0.1053,33.2714526128819,41.7740854115929,68.108248466785,76.7081812273285,28.421808717323,30.649325601232,27.2054938511989,51.6800719916632
abhd15,abhydrolase domain containing 15,1.1215,1.3428,2.0274,0.1545,0.3654,5.07530633077859,1.20502169456518,1.71495589664567,2.32449034022208,2.14504216734513,1.10249372666302,0,1.44559641934722
abhd16a,abhydrolase domain containing 16A,1.8011,5.7351,43.54,0,0,51.6929348505227,87.9665837032581,36.7490549281214,151.091872114435,15.7303092271977,9.48144604930199,26.6266535564925,42.645094370743
abhd17aa,abhydrolase domain containing 17Aa,-1.0973,0.6415,1.0355,0.3089,0.5532,0.375948617094711,0,1.46996219712486,0.774830113407359,1.251274597618,0.881994981330417,3.47304176823816,0.722798209673611
abhd17ab,abhydrolase domain containing 17Ab,0.5605,4.2568,2.4641,0.1165,0.3059,15.6018676094305,23.2970860949268,29.1542502429763,21.1786897664678,15.0152951714159,14.3324184466193,17.9440491358971,12.2875695644514
abhd17b,abhydrolase domain containing 17B,-0.9594,0.8793,0.6857,0.4076,0.6484,0.375948617094711,0,2.20494329568728,1.2913835223456,1.251274597618,0.440997490665209,4.05188206294451,1.80699552418403
abhd17c,abhydrolase domain containing 17C,0.9685,4.2328,6.3895,0.0115,0.0597,16.7297134607146,32.9372596514482,27.9292817453723,20.1455829485913,12.8702530040708,8.59945106797157,12.7344864835399,14.4559641934722
abhd2a,abhydrolase domain containing 2a,0.1114,3.1292,0.0425,0.8366,0.9269,9.96263835300983,2.81171728731875,12.7396723750821,6.19864090725887,11.261471378562,8.15845357730636,0.578840294706359,12.6489686692882
abhd2b,abhydrolase domain containing 2b,-3.2974,1.7383,9.3863,0.0022,0.0162,1.6917687769262,0,0.489987399041619,0,3.2175632510177,7.93795483197376,9.84028501000811,0.361399104836805
abhd3,abhydrolase domain containing 3,-1.0079,5.4435,12.4158,0.0004,0.0041,39.2866304863973,15.6652820293473,36.7490549281214,24.5362869245664,72.2164196339529,55.7861825691489,40.5188206294452,58.5466549835625
abhd4,abhydrolase domain containing 4,-0.8125,3.5936,3.7181,0.0538,0.1833,8.64681819317835,13.255238640217,5.38986138945781,6.45691761172799,19.6628865339971,12.3479297386258,19.6805700200162,7.58938120157291
abhd6a,abhydrolase domain containing 6a,-1.9651,0.4974,2.4311,0.1189,0.3096,1.31582015983149,0,0,0.25827670446912,1.43002811156342,1.98448870799344,0,1.44559641934722
abhd6b,abhydrolase domain containing 6b,-1.2563,2.2853,1.5937,0.2068,0.4375,2.06771739402091,0.401673898188393,3.18491809377052,3.09932045362943,11.6189784064528,8.59945106797157,4.63072235765087,0
abi1a,abl-interactor 1a,0.1736,5.0003,0.3411,0.5592,0.7663,30.4518379846716,39.3640420224625,31.3591935386636,32.2845880586399,24.8467384384145,37.0437892158775,27.2054938511989,29.2733274917812
abi1b,abl-interactor 1b,0.748,3.1408,1.1641,0.2806,0.5234,14.4740217581464,15.2636081311589,4.89987399041619,6.45691761172799,3.75382379285398,9.26094730396938,1.73652088411908,10.1191749354306
abi2a,abl-interactor 2a,0.1139,4.6225,0.1118,0.7382,0.875,14.8499703752411,30.5272162623179,35.2790927309966,21.9535198798752,23.416710326851,26.4598494399125,20.8382506094289,19.5155516611875
abi2b,abl-interactor 2b,0.6245,4.0001,2.3066,0.1288,0.3256,26.1284288880824,10.4435213528982,25.2343510506434,13.9469420413325,9.47393623910768,13.4504234652889,12.1556461888335,12.2875695644514
abi3.1,"ABI family, member 3",-0.2833,2.8439,0.1959,0.658,0.8293,9.21074111882041,6.42678237101429,5.38986138945781,1.80793693128384,13.9427740877434,3.30748117998906,2.8942014735318,9.39637672575694
abi3bp,"ABI family, member 3 (NESH) binding protein",-0.2985,2.378,0.2032,0.6521,0.8251,7.89492095898892,0.401673898188393,1.71495589664567,6.71519431619711,4.4688378486357,3.52797992532167,0.578840294706359,11.203372249941
abi3bp.1,"ABI family, member 3 (NESH) binding protein",-1.1353,3.2836,2.4424,0.1181,0.3086,3.75948617094711,0.803347796376786,9.30976058179076,9.03968465641919,8.22266164148968,15.2144134279497,24.3112923776671,4.33678925804166
abl1,"c-abl oncogene 1, receptor tyrosine kinase",0.8549,2.0904,1.4822,0.2234,0.4579,7.33099803334686,7.63180406557947,2.93992439424971,2.06621363575296,2.86005622312685,2.64598494399125,1.15768058941272,2.89119283869444
abl2,v-abl Abelson murine leukemia viral oncogene homolog 2,-0.5217,4.0373,1.4966,0.2212,0.4549,6.76707510770479,20.0836949094196,13.9646408726861,13.1721119279251,22.8804497850148,13.6709222106215,16.7863685464844,20.2383498708611
ablim1a,actin binding LIM protein 1a,-1.8871,4.9443,29.2007,0,0,32.7075296872398,5.22176067644911,8.81977318274914,8.26485454301183,82.0478629009514,46.9662327558447,13.8921670729526,42.2836952659062
ablim1b,actin binding LIM protein 1b,-0.5873,5.8074,3.76,0.0525,0.1802,42.858142348797,67.0795409974616,30.869206139622,36.4170153301459,74.361461801298,38.1462829425405,60.7782309441677,93.9637672575694
ablim2,"actin binding LIM protein family, member 2",0.6387,5.0403,4.5304,0.0333,0.1295,35.9030929325449,43.7824549025348,24.7443636516018,53.7215545295769,20.0203935618879,21.16787955193,21.4170909041353,38.3083051127014
ablim3.2,"actin binding LIM protein family, member 3",0.75,2.5528,1.5856,0.208,0.439,3.19556324530504,12.4518908438402,3.18491809377052,7.23174772513535,3.2175632510177,0.661496235997813,11.5768058941272,3.25259194353125
abr.1,active BCR-related,-0.8514,2.3498,1.9311,0.1646,0.3797,6.57910079915744,2.00836949094196,1.95994959616648,2.32449034022208,8.93767569727139,6.39446361464553,1.73652088411908,5.42098657255208
abr.2,active BCR-related,-1.4632,2.6178,4.3141,0.0378,0.1415,5.45125494787331,1.60669559275357,5.38986138945781,0.25827670446912,10.7252108367257,10.1429422852998,1.73652088411908,8.31217941124653
abracl,ABRA C-terminal like,-1.6104,1.0381,1.9507,0.1625,0.3766,1.50379446837884,0,0.244993699520809,1.03310681787648,1.96628865339971,2.20498745332604,5.78840294706359,0.361399104836805
abt1,activator of basal transcription 1,0.8074,0.8724,0.452,0.5014,0.724,1.6917687769262,2.00836949094196,0,2.84104374916032,2.50254919523599,0.440997490665209,0,0.361399104836805
abtb1,ankyrin repeat and BTB (POZ) domain containing 1,1.272,2.1525,3.8252,0.0505,0.1755,6.57910079915744,4.41841288007232,6.85982358658266,3.35759715809855,4.29008433469027,2.42548619865865,0.578840294706359,1.80699552418403
abtb2b,ankyrin repeat and BTB (POZ) domain containing 2b,-0.8298,1.0656,0.6323,0.4265,0.6645,1.12784585128413,2.41004338913036,0.489987399041619,0.516553408938239,2.68130270918142,3.30748117998906,0,1.44559641934722
ac024175.14,,-2.5069,2.7677,19.0077,0,0.0002,0.751897234189421,1.60669559275357,0.979974798083238,4.90725738491327,7.32889407176254,5.95346612398032,6.94608353647631,22.7681436047187
ac024175.17,,-0.7997,15.6769,3.5084,0.0611,0.1994,6295.44756755948,74377.1523797483,18861.8199324076,32677.9434795464,11164.5869740035,15372.5110283532,173840.790347982,86492.2021641733
ac024175.23,,-2.793,1.8811,10.5288,0.0012,0.0097,0.939871542736777,0.401673898188393,0,2.84104374916032,4.29008433469027,4.18947616131948,7.52492383118267,6.14378478222569
ac024175.3,,-3.2681,2.3259,18.6599,0,0.0002,0,2.41004338913036,0,2.32449034022208,1.96628865339971,1.98448870799344,17.9440491358971,13.010367774125
ac024175.4,,-0.8958,16.5252,4.9883,0.0255,0.1087,28082.0458768151,106384.135282992,44487.9159085847,71294.4432249513,51636.3488199018,57012.3760919435,223514.549078503,172117.046476738
ac024175.9,,-1.896,2.2845,6.6676,0.0098,0.0526,0,5.6234345746375,0.244993699520809,2.06621363575296,0.357507027890856,0.881994981330417,25.4689729670798,5.42098657255208
acaa1,acetyl-Coenzyme A acyltransferase 1,-0.3395,2.2884,0.1872,0.6653,0.8336,7.51897234189421,0.803347796376786,4.16489289185376,1.80793693128384,5.89886596019912,3.08698243465646,10.9979655994208,1.08419731451042
acaa2,acetyl-CoA acyltransferase 2,-0.0174,3.4979,0.0013,0.9718,0.9864,9.77466404446248,1.60669559275357,20.3344770602272,14.7217721547398,11.4402248925074,9.04044855863678,7.52492383118267,10.8419731451042
acaca,acetyl-Coenzyme A carboxylase alpha,0.4383,7.0985,2.9077,0.0882,0.2553,152.635138540453,135.364103689488,179.090394349712,157.032236317225,100.280721323385,99.0039366543393,109.979655994208,158.654207023358
acacb,acetyl-CoA carboxylase beta,-0.6772,2.9668,1.7065,0.1914,0.4174,5.26328063932595,2.41004338913036,5.38986138945781,9.2979613608883,13.2277600319617,9.70194479463459,4.05188206294451,7.95078030640972
acad11,"acyl-Coenzyme A dehydrogenase family, member 11",-2.3947,1.0137,3.0044,0.083,0.2456,3.00758893675769,0,0.244993699520809,0,1.43002811156342,1.98448870799344,0.578840294706359,4.33678925804166
acad8,"acyl-Coenzyme A dehydrogenase family, member 8",0.7418,2.973,1.9512,0.1625,0.3766,3.75948617094711,3.21339118550714,14.4546282717278,16.2714323815545,3.75382379285398,8.81994981330417,2.31536117882544,5.05958746771528
acad9,"acyl-CoA dehydrogenase family, member 9",-0.7166,3.0074,1.095,0.2954,0.5404,5.63922925642066,5.22176067644911,12.9846660746029,1.2913835223456,7.86515461359883,5.2919698879825,9.26144471530175,13.010367774125
